creationdate,exercise
10/17/2020 13:35,1
10/17/2020 13:39,1
10/17/2020 15:10,1
10/17/2020 15:10,1
10/17/2020 15:10,1
10/17/2020 15:15,1
10/17/2020 15:20,1
10/17/2020 15:21,1
10/17/2020 15:23,1
10/17/2020 15:25,1
10/17/2020 15:34,1
10/17/2020 15:36,1
10/17/2020 15:36,1
10/17/2020 15:38,1
10/17/2020 15:38,1
10/17/2020 15:42,1
10/17/2020 15:42,1
10/17/2020 16:02,1
10/17/2020 16:02,1
10/17/2020 16:02,1
10/17/2020 16:02,1
10/17/2020 16:03,1
10/17/2020 16:03,1
10/17/2020 16:04,1
10/17/2020 16:05,1
10/17/2020 16:06,1
10/17/2020 16:07,1
10/17/2020 16:08,1
10/17/2020 18:05,1
10/17/2020 18:34,1
10/17/2020 18:38,1
10/17/2020 19:20,1
10/17/2020 19:23,1
10/18/2020 9:07,1
10/18/2020 9:25,1
10/18/2020 9:29,1
10/18/2020 9:30,1
10/18/2020 9:30,1
10/18/2020 9:31,1
10/18/2020 9:32,1
10/18/2020 9:33,1
10/18/2020 9:34,1
10/18/2020 9:35,1
10/18/2020 9:37,1
10/18/2020 9:37,1
10/18/2020 9:39,1
10/18/2020 9:39,1
10/18/2020 9:40,1
10/18/2020 9:41,1
10/18/2020 9:42,1
10/18/2020 9:43,1
10/18/2020 9:46,1
10/18/2020 9:47,1
10/18/2020 9:48,1
10/18/2020 9:49,1
10/18/2020 9:50,1
10/18/2020 9:51,1
10/18/2020 9:52,1
10/18/2020 9:53,1
10/18/2020 9:54,1
10/18/2020 9:55,1
10/18/2020 9:56,1
10/18/2020 9:59,1
10/18/2020 10:00,1
10/18/2020 10:01,1
10/18/2020 10:02,1
10/18/2020 10:03,1
10/18/2020 10:04,1
10/18/2020 10:05,1
10/18/2020 10:06,1
10/18/2020 10:07,1
10/18/2020 10:08,1
10/18/2020 10:09,1
10/18/2020 10:10,1
10/18/2020 10:11,1
10/18/2020 10:12,1
10/18/2020 10:13,1
10/18/2020 10:14,1
10/18/2020 10:15,1
10/18/2020 10:16,1
10/18/2020 10:17,1
10/18/2020 10:18,1
10/18/2020 10:19,1
10/18/2020 10:20,1
10/18/2020 10:21,1
10/18/2020 10:22,1
10/18/2020 10:23,1
10/18/2020 10:24,1
10/18/2020 10:25,1
10/18/2020 10:26,1
10/18/2020 10:27,1
10/18/2020 12:03,1
10/18/2020 15:05,1
10/18/2020 15:08,1
10/18/2020 16:35,1
10/18/2020 16:36,1
10/18/2020 16:38,1
10/18/2020 16:38,1
10/18/2020 16:39,1
10/18/2020 16:40,1
10/18/2020 17:16,1
10/18/2020 17:18,1
10/18/2020 17:18,1
10/18/2020 17:18,1
10/18/2020 17:22,1
10/18/2020 17:22,1
10/18/2020 17:23,1
10/18/2020 17:24,1
10/18/2020 17:48,1
10/18/2020 17:49,1
10/18/2020 17:49,1
10/18/2020 17:50,1
10/18/2020 17:55,1
10/18/2020 18:18,1
10/18/2020 18:19,1
10/18/2020 18:24,1
10/18/2020 18:52,1
10/19/2020 17:40,1
10/19/2020 18:35,1
10/19/2020 19:07,1
10/19/2020 21:58,1
10/20/2020 9:03,1
10/20/2020 9:07,1
10/20/2020 10:45,1
10/20/2020 15:28,1
10/20/2020 16:38,1
10/20/2020 16:38,1
10/20/2020 16:38,1
10/20/2020 16:38,1
10/20/2020 16:39,1
10/20/2020 16:40,1
10/20/2020 16:41,1
10/20/2020 16:42,1
10/20/2020 16:43,1
10/20/2020 16:56,1
10/20/2020 16:59,1
10/20/2020 17:02,1
10/20/2020 17:02,1
10/20/2020 17:02,1
10/20/2020 17:06,1
10/20/2020 17:06,1
10/20/2020 17:20,1
10/20/2020 18:05,1
10/20/2020 18:10,1
10/20/2020 22:28,1
10/20/2020 22:59,1
10/21/2020 8:53,1
10/21/2020 8:56,1
10/21/2020 11:44,1
10/21/2020 16:13,1
10/21/2020 19:57,1
10/21/2020 20:04,1
10/21/2020 20:05,1
10/21/2020 20:08,1
10/21/2020 23:24,1
10/22/2020 12:34,1
10/22/2020 12:49,1
10/22/2020 18:21,1
10/22/2020 19:42,1
10/22/2020 19:42,1
10/23/2020 14:25,1
10/23/2020 15:19,1
10/23/2020 17:22,1
10/23/2020 17:56,1
10/23/2020 17:57,1
10/23/2020 18:03,1
10/23/2020 18:04,1
10/23/2020 18:05,1
10/23/2020 18:06,1
10/23/2020 18:07,1
10/23/2020 18:08,1
10/23/2020 18:09,1
10/23/2020 18:11,1
10/23/2020 18:14,1
10/23/2020 18:15,1
10/23/2020 18:18,1
10/23/2020 18:19,1
10/23/2020 18:20,1
10/23/2020 18:21,1
10/23/2020 18:22,1
10/23/2020 18:23,1
10/23/2020 18:24,1
10/23/2020 18:25,1
10/23/2020 18:26,1
10/23/2020 18:27,1
10/23/2020 18:28,1
10/23/2020 18:29,1
10/23/2020 18:30,1
10/23/2020 18:31,1
10/23/2020 18:40,1
10/23/2020 18:41,1
10/23/2020 18:42,1
10/23/2020 18:43,1
10/23/2020 18:45,1
10/23/2020 18:46,1
10/23/2020 18:47,1
10/23/2020 18:48,1
10/23/2020 18:49,1
10/23/2020 18:50,1
10/23/2020 18:54,1
10/23/2020 18:55,1
10/23/2020 18:56,1
10/23/2020 18:57,1
10/23/2020 18:58,1
10/23/2020 18:59,1
10/23/2020 19:00,1
10/23/2020 19:01,1
10/23/2020 19:02,1
10/23/2020 19:03,1
10/23/2020 19:04,1
10/23/2020 19:05,1
10/23/2020 19:06,1
10/23/2020 19:07,1
10/23/2020 19:08,1
10/23/2020 19:09,1
10/23/2020 19:10,1
10/23/2020 19:11,1
10/23/2020 19:12,1
10/23/2020 19:13,1
10/23/2020 19:14,1
10/23/2020 19:15,1
10/23/2020 19:16,1
10/23/2020 19:18,1
10/23/2020 19:19,1
10/23/2020 19:20,1
10/23/2020 19:21,1
10/23/2020 19:22,1
10/23/2020 19:23,1
10/23/2020 19:24,1
10/23/2020 19:25,1
10/23/2020 19:26,1
10/23/2020 19:27,1
10/23/2020 19:28,1
10/23/2020 19:29,1
10/23/2020 19:30,1
10/23/2020 19:31,1
10/23/2020 19:32,1
10/23/2020 19:33,1
10/23/2020 19:34,1
10/23/2020 19:35,1
10/23/2020 19:36,1
10/23/2020 19:44,1
10/23/2020 19:48,1
10/23/2020 19:51,1
10/24/2020 10:26,1
10/24/2020 11:01,1
10/24/2020 11:09,1
10/24/2020 11:11,1
10/24/2020 11:12,1
10/24/2020 11:17,1
10/24/2020 11:19,1
10/24/2020 11:32,1
10/24/2020 11:33,1
10/24/2020 11:34,1
10/24/2020 11:35,1
10/24/2020 11:36,1
10/24/2020 11:37,1
10/24/2020 11:38,1
10/24/2020 11:39,1
10/24/2020 11:40,1
10/24/2020 11:41,1
10/24/2020 11:42,1
10/24/2020 11:43,1
10/24/2020 11:58,1
10/24/2020 11:59,1
10/24/2020 12:00,1
10/24/2020 12:01,1
10/24/2020 12:02,1
10/24/2020 12:04,1
10/24/2020 12:05,1
10/24/2020 12:06,1
10/24/2020 12:07,1
10/24/2020 12:08,1
10/24/2020 12:09,1
10/24/2020 12:14,1
10/24/2020 12:15,1
10/24/2020 12:16,1
10/24/2020 12:17,1
10/24/2020 12:18,1
10/24/2020 12:19,1
10/24/2020 12:20,1
10/24/2020 12:21,1
10/24/2020 12:22,1
10/24/2020 12:23,1
10/24/2020 12:24,1
10/24/2020 12:29,1
10/24/2020 12:31,1
10/24/2020 12:32,1
10/24/2020 12:33,1
10/24/2020 12:34,1
10/24/2020 12:35,1
10/24/2020 12:36,1
10/24/2020 12:37,1
10/24/2020 12:38,1
10/24/2020 12:39,1
10/24/2020 12:40,1
10/24/2020 12:41,1
10/24/2020 12:42,1
10/24/2020 12:43,1
10/24/2020 12:55,1
10/24/2020 12:56,1
10/24/2020 12:57,1
10/24/2020 12:58,1
10/24/2020 12:59,1
10/24/2020 13:00,1
10/24/2020 13:01,1
10/24/2020 13:02,1
10/24/2020 13:03,1
10/24/2020 13:04,1
10/24/2020 13:05,1
10/24/2020 13:06,1
10/24/2020 13:07,1
10/24/2020 13:08,1
10/24/2020 13:09,1
10/24/2020 13:10,1
10/24/2020 13:11,1
10/24/2020 13:12,1
10/24/2020 13:13,1
10/24/2020 13:14,1
10/24/2020 13:26,1
10/24/2020 16:33,1
10/24/2020 18:22,1
10/24/2020 19:01,1
10/24/2020 23:09,1
10/25/2020 9:58,1
10/25/2020 10:39,1
10/25/2020 11:57,1
10/25/2020 14:43,1
10/25/2020 14:52,1
10/25/2020 15:08,1
10/25/2020 17:16,1
10/25/2020 17:20,1
10/25/2020 17:25,1
10/25/2020 17:25,1
10/25/2020 17:25,1
10/25/2020 17:27,1
10/25/2020 17:27,1
10/25/2020 17:29,1
10/25/2020 17:30,1
10/25/2020 17:31,1
10/25/2020 17:32,1
10/25/2020 17:33,1
10/25/2020 17:34,1
10/25/2020 17:35,1
10/25/2020 17:36,1
10/25/2020 17:37,1
10/25/2020 17:38,1
10/25/2020 17:39,1
10/25/2020 17:40,1
10/25/2020 17:41,1
10/25/2020 17:42,1
10/25/2020 17:44,1
10/25/2020 17:45,1
10/25/2020 17:46,1
10/25/2020 17:47,1
10/25/2020 17:48,1
10/25/2020 17:49,1
10/25/2020 17:50,1
10/25/2020 17:51,1
10/25/2020 17:52,1
10/25/2020 17:53,1
10/25/2020 17:54,1
10/25/2020 17:55,1
10/25/2020 17:56,1
10/25/2020 17:57,1
10/25/2020 17:58,1
10/25/2020 17:59,1
10/25/2020 18:00,1
10/25/2020 18:01,1
10/25/2020 18:02,1
10/25/2020 18:03,1
10/25/2020 18:04,1
10/25/2020 18:05,1
10/25/2020 18:06,1
10/25/2020 18:07,1
10/25/2020 18:08,1
10/25/2020 18:09,1
10/25/2020 18:17,1
10/25/2020 18:18,1
10/25/2020 18:19,1
10/25/2020 18:20,1
10/25/2020 18:21,1
10/25/2020 18:22,1
10/25/2020 18:23,1
10/25/2020 18:24,1
10/25/2020 18:26,1
10/25/2020 18:27,1
10/25/2020 18:28,1
10/25/2020 18:29,1
10/25/2020 18:30,1
10/25/2020 18:31,1
10/25/2020 18:35,1
10/25/2020 18:50,1
10/25/2020 20:10,1
10/26/2020 11:40,1
10/26/2020 11:57,1
10/26/2020 18:30,1
10/27/2020 13:51,1
10/27/2020 15:51,1
10/27/2020 15:51,1
10/27/2020 16:13,1
10/27/2020 16:14,1
10/27/2020 16:17,1
10/27/2020 16:20,1
10/27/2020 16:41,1
10/27/2020 16:46,1
10/27/2020 16:50,1
10/27/2020 17:42,1
10/27/2020 18:07,1
10/27/2020 18:11,1
10/27/2020 20:57,1
10/28/2020 17:29,1
10/28/2020 17:34,1
10/28/2020 17:36,1
10/28/2020 17:40,1
10/28/2020 17:41,1
10/28/2020 17:42,1
10/28/2020 17:43,1
10/28/2020 17:44,1
10/28/2020 17:45,1
10/28/2020 17:46,1
10/28/2020 17:47,1
10/28/2020 17:48,1
10/28/2020 17:49,1
10/28/2020 17:50,1
10/28/2020 17:51,1
10/28/2020 17:52,1
10/28/2020 17:56,1
10/28/2020 17:57,1
10/28/2020 17:58,1
10/28/2020 17:59,1
10/28/2020 18:00,1
10/28/2020 18:01,1
10/28/2020 18:02,1
10/28/2020 18:03,1
10/28/2020 18:04,1
10/28/2020 18:05,1
10/28/2020 18:06,1
10/28/2020 18:07,1
10/28/2020 18:21,1
10/28/2020 18:22,1
10/28/2020 18:23,1
10/28/2020 18:24,1
10/28/2020 18:25,1
10/28/2020 18:26,1
10/28/2020 18:27,1
10/28/2020 18:28,1
10/28/2020 18:29,1
10/28/2020 18:30,1
10/28/2020 18:31,1
10/28/2020 18:32,1
10/28/2020 18:41,1
10/28/2020 18:42,1
10/28/2020 18:43,1
10/28/2020 18:52,1
10/28/2020 18:54,1
10/28/2020 18:55,1
10/28/2020 18:56,1
10/28/2020 18:57,1
10/28/2020 18:58,1
10/28/2020 18:59,1
10/28/2020 19:00,1
10/28/2020 19:01,1
10/28/2020 19:02,1
10/28/2020 19:03,1
10/28/2020 19:04,1
10/28/2020 19:05,1
10/28/2020 19:06,1
10/28/2020 19:07,1
10/28/2020 19:08,1
10/28/2020 19:09,1
10/28/2020 19:11,1
10/28/2020 19:14,1
10/29/2020 8:33,1
10/29/2020 11:03,1
10/29/2020 17:28,1
10/29/2020 17:52,1
10/29/2020 18:34,1
10/29/2020 20:23,1
10/29/2020 20:25,1
10/29/2020 20:29,1
10/29/2020 20:32,1
10/29/2020 20:36,1
10/29/2020 20:36,1
10/29/2020 22:13,1
10/29/2020 22:16,1
10/30/2020 10:09,1
10/30/2020 10:42,1
10/30/2020 10:50,1
10/30/2020 12:02,1
10/30/2020 18:24,1
10/30/2020 18:24,1
10/31/2020 10:36,1
10/31/2020 10:38,1
10/31/2020 10:49,1
10/31/2020 10:49,1
10/31/2020 11:49,1
10/31/2020 13:20,1
10/31/2020 14:20,1
10/31/2020 17:16,1
10/31/2020 17:21,1
10/31/2020 17:21,1
10/31/2020 17:21,1
10/31/2020 17:21,1
10/31/2020 17:21,1
10/31/2020 17:22,1
10/31/2020 17:23,1
10/31/2020 17:24,1
10/31/2020 17:36,1
10/31/2020 17:38,1
10/31/2020 17:39,1
10/31/2020 17:40,1
10/31/2020 17:55,1
10/31/2020 18:01,1
10/31/2020 18:01,1
10/31/2020 18:03,1
10/31/2020 18:07,1
10/31/2020 19:25,1
10/31/2020 19:29,1
11/1/2020 8:38,1
11/1/2020 8:41,1
11/1/2020 8:47,1
11/1/2020 11:23,1
11/1/2020 13:01,1
11/1/2020 13:21,1
11/1/2020 13:29,1
11/1/2020 13:29,1
11/1/2020 16:21,1
11/1/2020 16:21,1
11/1/2020 16:58,1
11/1/2020 16:58,1
11/1/2020 17:03,1
11/1/2020 17:04,1
11/1/2020 17:09,1
11/1/2020 17:09,1
11/1/2020 17:10,1
11/1/2020 17:12,1
11/1/2020 17:13,1
11/1/2020 17:13,1
11/1/2020 17:17,1
11/1/2020 17:17,1
11/1/2020 17:17,1
11/1/2020 17:18,1
11/1/2020 17:30,1
11/1/2020 17:31,1
11/1/2020 17:34,1
11/1/2020 17:37,1
11/1/2020 17:42,1
11/1/2020 17:46,1
11/1/2020 17:47,1
11/1/2020 17:48,1
11/1/2020 17:49,1
11/1/2020 17:51,1
11/1/2020 17:51,1
11/1/2020 17:53,1
11/1/2020 17:54,1
11/1/2020 17:57,1
11/1/2020 18:01,1
11/1/2020 18:01,1
11/1/2020 18:02,1
11/1/2020 18:03,1
11/1/2020 18:07,1
11/1/2020 18:07,1
11/1/2020 18:07,1
11/1/2020 18:14,1
11/1/2020 18:14,1
11/1/2020 18:16,1
11/1/2020 18:19,1
11/1/2020 18:37,1
11/1/2020 18:42,1
11/1/2020 22:17,1
11/2/2020 17:55,1
11/2/2020 18:03,1
11/3/2020 14:25,1
11/3/2020 15:16,1
11/3/2020 17:43,1
11/3/2020 18:17,1
11/3/2020 18:18,1
11/3/2020 18:21,1
11/3/2020 18:21,1
11/3/2020 18:21,1
11/3/2020 18:22,1
11/3/2020 18:23,1
11/3/2020 18:24,1
11/3/2020 18:25,1
11/3/2020 18:58,1
11/3/2020 18:58,1
11/3/2020 19:01,1
11/3/2020 23:33,1
11/3/2020 23:40,1
11/4/2020 18:03,1
11/4/2020 18:04,1
11/4/2020 18:06,1
11/4/2020 18:08,1
11/4/2020 18:08,1
11/4/2020 18:08,1
11/4/2020 18:11,1
11/4/2020 18:11,1
11/4/2020 18:11,1
11/4/2020 18:13,1
11/4/2020 18:16,1
11/4/2020 19:36,1
11/4/2020 19:37,1
11/4/2020 19:39,1
11/4/2020 19:40,1
11/4/2020 19:41,1
11/4/2020 19:44,1
11/4/2020 19:44,1
11/4/2020 19:44,1
11/4/2020 19:45,1
11/4/2020 19:46,1
11/4/2020 19:46,1
11/4/2020 20:00,1
11/4/2020 22:55,1
11/5/2020 13:32,1
11/5/2020 13:33,1
11/5/2020 13:34,1
11/5/2020 13:35,1
11/5/2020 13:36,1
11/5/2020 13:37,1
11/5/2020 13:38,1
11/5/2020 13:39,1
11/5/2020 13:40,1
11/5/2020 13:41,1
11/5/2020 13:42,1
11/5/2020 13:43,1
11/5/2020 13:44,1
11/5/2020 13:45,1
11/5/2020 13:46,1
11/5/2020 13:47,1
11/5/2020 13:48,1
11/5/2020 13:49,1
11/5/2020 13:50,1
11/5/2020 13:51,1
11/5/2020 13:52,1
11/5/2020 13:53,1
11/5/2020 18:16,1
11/5/2020 18:20,1
11/5/2020 18:25,1
11/5/2020 19:46,1
11/6/2020 9:43,1
11/6/2020 13:12,1
11/6/2020 13:44,1
11/6/2020 13:48,1
11/6/2020 13:49,1
11/6/2020 13:50,1
11/6/2020 13:52,1
11/6/2020 13:55,1
11/6/2020 13:59,1
11/6/2020 19:17,1
11/7/2020 12:33,1
11/7/2020 12:50,1
11/7/2020 12:50,1
11/7/2020 13:04,1
11/7/2020 15:04,1
11/7/2020 15:46,1
11/7/2020 17:22,1
11/7/2020 17:23,1
11/7/2020 17:41,1
11/7/2020 17:42,1
11/7/2020 17:43,1
11/7/2020 17:44,1
11/7/2020 17:46,1
11/7/2020 17:48,1
11/7/2020 17:49,1
11/7/2020 17:53,1
11/7/2020 18:18,1
11/7/2020 18:19,1
11/7/2020 18:20,1
11/7/2020 18:23,1
11/7/2020 18:24,1
11/7/2020 18:25,1
11/7/2020 18:26,1
11/7/2020 18:27,1
11/7/2020 18:28,1
11/7/2020 18:29,1
11/7/2020 18:31,1
11/7/2020 18:32,1
11/7/2020 18:33,1
11/7/2020 18:34,1
11/7/2020 18:35,1
11/7/2020 18:36,1
11/7/2020 18:37,1
11/7/2020 18:38,1
11/7/2020 18:39,1
11/7/2020 18:40,1
11/7/2020 18:41,1
11/7/2020 18:42,1
11/7/2020 18:43,1
11/7/2020 18:44,1
11/7/2020 18:45,1
11/7/2020 18:46,1
11/7/2020 18:47,1
11/7/2020 18:48,1
11/7/2020 18:49,1
11/7/2020 19:05,1
11/7/2020 19:28,1
11/7/2020 19:29,1
11/7/2020 19:42,1
11/7/2020 21:33,1
11/7/2020 21:41,1
11/8/2020 7:41,1
11/8/2020 12:24,1
11/8/2020 12:30,1
11/8/2020 12:41,1
11/8/2020 14:39,1
11/8/2020 16:33,1
11/8/2020 16:34,1
11/8/2020 16:35,1
11/8/2020 16:36,1
11/8/2020 16:37,1
11/8/2020 16:38,1
11/8/2020 16:39,1
11/8/2020 16:40,1
11/8/2020 16:41,1
11/8/2020 16:42,1
11/8/2020 16:43,1
11/8/2020 16:44,1
11/8/2020 16:45,1
11/8/2020 16:46,1
11/8/2020 16:47,1
11/8/2020 16:54,1
11/8/2020 17:42,1
11/8/2020 17:50,1
11/8/2020 17:50,1
11/8/2020 17:51,1
11/8/2020 17:54,1
11/8/2020 17:55,1
11/8/2020 17:56,1
11/8/2020 17:57,1
11/8/2020 17:58,1
11/8/2020 17:59,1
11/8/2020 18:00,1
11/8/2020 18:01,1
11/8/2020 18:02,1
11/8/2020 18:03,1
11/8/2020 18:04,1
11/8/2020 18:05,1
11/8/2020 18:06,1
11/8/2020 18:07,1
11/8/2020 18:08,1
11/8/2020 18:09,1
11/8/2020 18:10,1
11/8/2020 18:11,1
11/8/2020 18:12,1
11/8/2020 18:13,1
11/8/2020 18:14,1
11/8/2020 18:15,1
11/8/2020 18:16,1
11/8/2020 18:17,1
11/8/2020 18:18,1
11/8/2020 18:19,1
11/8/2020 18:28,1
11/8/2020 18:29,1
11/8/2020 18:30,1
11/8/2020 18:31,1
11/8/2020 18:32,1
11/8/2020 18:33,1
11/8/2020 18:34,1
11/8/2020 18:35,1
11/8/2020 18:36,1
11/8/2020 18:37,1
11/8/2020 18:38,1
11/8/2020 18:39,1
11/8/2020 18:41,1
11/8/2020 18:42,1
11/8/2020 18:43,1
11/8/2020 18:49,1
11/8/2020 18:50,1
11/8/2020 18:51,1
11/8/2020 18:52,1
11/8/2020 18:53,1
11/8/2020 18:54,1
11/8/2020 18:55,1
11/8/2020 18:56,1
11/8/2020 18:57,1
11/8/2020 18:58,1
11/8/2020 18:59,1
11/8/2020 19:00,1
11/8/2020 19:01,1
11/8/2020 19:02,1
11/8/2020 19:03,1
11/8/2020 19:04,1
11/8/2020 19:05,1
11/8/2020 19:06,1
11/8/2020 19:12,1
11/8/2020 19:19,1
11/8/2020 19:23,1
11/8/2020 20:22,1
11/9/2020 19:50,1
11/9/2020 20:58,1
11/10/2020 21:18,1
11/10/2020 21:19,1
11/10/2020 21:22,1
11/10/2020 21:34,1
11/11/2020 18:08,1
11/11/2020 18:11,1
11/11/2020 18:11,1
11/11/2020 18:11,1
11/11/2020 18:12,1
11/11/2020 18:14,1
11/11/2020 21:03,1
11/11/2020 21:04,1
11/11/2020 21:06,1
11/11/2020 21:06,1
11/11/2020 21:13,1
11/11/2020 21:25,1
11/11/2020 21:27,1
11/11/2020 21:28,1
11/11/2020 21:32,1
11/11/2020 21:32,1
11/11/2020 21:32,1
11/11/2020 21:35,1
11/11/2020 21:59,1
11/12/2020 0:21,1
11/12/2020 13:59,1
11/12/2020 13:59,1
11/12/2020 14:02,1
11/12/2020 22:27,1
11/13/2020 18:12,1
11/13/2020 19:29,1
11/13/2020 21:31,1
11/13/2020 21:49,1
11/13/2020 22:12,1
11/13/2020 22:19,1
11/14/2020 13:43,1
11/14/2020 16:36,1
11/14/2020 17:28,1
11/14/2020 18:57,1
11/14/2020 19:58,1
11/14/2020 20:09,1
11/14/2020 20:10,1
11/14/2020 20:50,1
11/15/2020 18:23,1
11/15/2020 18:35,1
11/15/2020 19:19,1
11/15/2020 19:22,1
11/16/2020 17:11,1
11/16/2020 19:20,1
11/16/2020 19:24,1
11/16/2020 23:38,1
11/17/2020 9:54,1
11/17/2020 15:42,1
11/17/2020 16:01,1
11/17/2020 16:10,1
11/18/2020 12:52,1
11/18/2020 18:13,1
11/18/2020 18:19,1
11/18/2020 19:46,1
11/19/2020 19:41,1
11/19/2020 20:09,1
11/19/2020 23:17,1
11/20/2020 19:24,1
11/20/2020 19:25,1
11/20/2020 19:26,1
11/20/2020 19:27,1
11/20/2020 19:28,1
11/20/2020 19:29,1
11/20/2020 19:30,1
11/20/2020 19:31,1
11/20/2020 19:45,1
11/20/2020 23:33,1
11/20/2020 23:34,1
11/20/2020 23:34,1
11/20/2020 23:47,1
11/21/2020 0:14,1
11/21/2020 0:19,1
11/21/2020 11:36,1
11/21/2020 11:50,1
11/21/2020 13:29,1
11/21/2020 13:30,1
11/21/2020 13:33,1
11/21/2020 13:38,1
11/21/2020 13:39,1
11/21/2020 13:41,1
11/21/2020 13:42,1
11/21/2020 13:43,1
11/21/2020 13:44,1
11/21/2020 13:45,1
11/21/2020 13:46,1
11/21/2020 13:47,1
11/21/2020 13:48,1
11/21/2020 13:49,1
11/21/2020 13:50,1
11/21/2020 13:51,1
11/21/2020 13:52,1
11/21/2020 13:53,1
11/21/2020 13:54,1
11/21/2020 14:04,1
11/21/2020 14:05,1
11/21/2020 14:06,1
11/21/2020 14:07,1
11/21/2020 14:08,1
11/21/2020 14:09,1
11/21/2020 14:10,1
11/21/2020 14:11,1
11/21/2020 14:12,1
11/21/2020 14:13,1
11/21/2020 14:14,1
11/21/2020 14:15,1
11/21/2020 14:16,1
11/21/2020 14:17,1
11/21/2020 14:18,1
11/21/2020 14:19,1
11/21/2020 14:20,1
11/21/2020 14:21,1
11/21/2020 14:23,1
11/21/2020 14:23,1
11/21/2020 14:24,1
11/21/2020 14:27,1
11/21/2020 14:30,1
11/21/2020 14:31,1
11/21/2020 14:32,1
11/21/2020 14:33,1
11/21/2020 14:34,1
11/21/2020 14:35,1
11/21/2020 14:36,1
11/21/2020 14:37,1
11/21/2020 14:38,1
11/21/2020 14:39,1
11/21/2020 14:40,1
11/21/2020 14:41,1
11/21/2020 14:42,1
11/21/2020 14:43,1
11/21/2020 14:44,1
11/21/2020 14:48,1
11/21/2020 19:31,1
11/22/2020 12:22,1
11/22/2020 12:59,1
11/22/2020 14:13,1
11/22/2020 14:49,1
11/22/2020 18:45,1
11/22/2020 19:36,1
11/22/2020 21:44,1
11/23/2020 19:14,1
11/23/2020 21:32,1
11/24/2020 16:46,1
11/24/2020 16:47,1
11/24/2020 20:33,1
11/24/2020 20:34,1
11/24/2020 21:49,1
11/24/2020 22:30,1
11/24/2020 22:31,1
11/25/2020 9:45,1
11/25/2020 10:04,1
11/25/2020 10:04,1
11/25/2020 10:21,1
11/25/2020 10:24,1
11/25/2020 11:32,1
11/25/2020 11:57,1
11/25/2020 12:59,1
11/25/2020 13:41,1
11/25/2020 13:43,1
11/25/2020 13:47,1
11/25/2020 15:29,1
11/25/2020 19:36,1
11/25/2020 20:45,1
11/25/2020 23:57,1
11/26/2020 15:14,1
11/26/2020 16:25,1
11/26/2020 19:32,1
11/26/2020 20:52,1
11/26/2020 20:54,1
11/26/2020 20:57,1
11/26/2020 20:58,1
11/26/2020 21:16,1
11/26/2020 21:25,1
11/26/2020 21:26,1
11/26/2020 21:27,1
11/26/2020 21:30,1
11/26/2020 21:31,1
11/26/2020 21:32,1
11/26/2020 21:33,1
11/26/2020 21:34,1
11/26/2020 21:35,1
11/26/2020 21:38,1
11/26/2020 21:39,1
11/26/2020 22:00,1
11/26/2020 23:29,1
11/27/2020 12:02,1
11/27/2020 12:02,1
11/27/2020 12:04,1
11/27/2020 12:05,1
11/27/2020 12:06,1
11/27/2020 12:07,1
11/27/2020 12:08,1
11/27/2020 12:09,1
11/27/2020 12:10,1
11/27/2020 12:11,1
11/27/2020 12:12,1
11/27/2020 12:14,1
11/27/2020 12:15,1
11/27/2020 12:16,1
11/27/2020 12:17,1
11/27/2020 12:18,1
11/27/2020 12:19,1
11/27/2020 12:20,1
11/27/2020 12:21,1
11/27/2020 12:22,1
11/27/2020 12:23,1
11/27/2020 12:24,1
11/27/2020 12:25,1
11/27/2020 12:27,1
11/27/2020 12:27,1
11/27/2020 12:28,1
11/27/2020 12:29,1
11/27/2020 12:33,1
11/27/2020 12:40,1
11/27/2020 12:40,1
11/27/2020 14:23,1
11/27/2020 15:20,1
11/27/2020 16:52,1
11/27/2020 19:19,1
11/28/2020 14:27,1
11/28/2020 15:08,1
11/28/2020 15:21,1
11/28/2020 15:21,1
11/28/2020 18:00,1
11/28/2020 18:09,1
11/28/2020 21:58,1
11/29/2020 10:45,1
11/29/2020 17:21,1
11/29/2020 18:58,1
11/29/2020 19:44,1
11/30/2020 18:30,1
11/30/2020 18:31,1
11/30/2020 18:32,1
11/30/2020 18:33,1
11/30/2020 18:34,1
11/30/2020 18:35,1
11/30/2020 18:36,1
11/30/2020 18:37,1
11/30/2020 18:38,1
11/30/2020 18:39,1
11/30/2020 18:40,1
11/30/2020 18:41,1
11/30/2020 18:42,1
11/30/2020 18:43,1
11/30/2020 18:44,1
11/30/2020 18:45,1
11/30/2020 18:46,1
11/30/2020 18:47,1
11/30/2020 18:48,1
11/30/2020 18:49,1
11/30/2020 18:50,1
11/30/2020 18:51,1
11/30/2020 18:52,1
11/30/2020 18:53,1
11/30/2020 18:54,1
11/30/2020 18:55,1
11/30/2020 18:56,1
11/30/2020 18:57,1
11/30/2020 18:58,1
11/30/2020 18:59,1
11/30/2020 19:00,1
11/30/2020 19:01,1
11/30/2020 19:02,1
11/30/2020 19:03,1
11/30/2020 19:04,1
11/30/2020 19:05,1
11/30/2020 19:06,1
11/30/2020 19:07,1
11/30/2020 19:08,1
11/30/2020 19:09,1
11/30/2020 19:10,1
11/30/2020 19:11,1
11/30/2020 19:15,1
11/30/2020 19:16,1
11/30/2020 19:17,1
11/30/2020 19:18,1
11/30/2020 19:19,1
11/30/2020 19:20,1
11/30/2020 19:21,1
11/30/2020 19:22,1
11/30/2020 19:23,1
11/30/2020 19:24,1
